age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
31,2,162572,13,1,1,1,1,0,0,0,40,41,0
26,2,35917,9,1,5,1,1,0,0,0,40,41,0
56,5,35723,4,1,10,1,1,0,0,0,50,41,1
43,2,194773,10,7,4,5,1,1,0,0,40,41,0
33,2,62155,10,7,5,5,2,0,0,0,35,41,0
45,1,192203,10,1,10,1,1,0,0,1485,40,41,1
46,2,174370,10,4,5,5,1,0,0,0,55,41,0
26,2,161007,11,1,2,1,1,0,0,0,80,41,0
24,2,270517,9,7,4,3,1,1,0,0,40,4,0
43,2,163847,13,1,7,1,1,0,0,0,50,41,1
40,2,193882,11,7,8,3,1,0,0,0,40,41,0
61,2,160037,4,2,4,5,1,0,0,0,35,41,0
34,3,189944,10,7,14,5,2,1,0,0,72,41,0
85,2,115364,9,6,5,4,1,0,0,0,35,41,0
41,2,163174,9,7,14,5,1,1,0,0,40,41,0
31,0,188900,12,7,14,5,1,1,3325,0,35,41,0
22,2,214399,10,7,5,3,1,1,0,0,30,41,0
60,2,156616,9,6,4,4,2,1,0,0,40,41,0
29,2,204862,12,2,3,5,1,1,0,0,36,41,0
35,0,172475,13,7,1,5,3,1,2977,0,45,41,0
24,2,153082,9,7,5,5,1,0,0,0,30,41,0
45,4,195418,14,2,3,5,2,0,0,0,40,41,0
21,4,276840,8,7,4,3,2,0,0,0,20,41,0
30,2,97933,12,1,6,2,1,1,0,1485,37,41,1
50,5,119099,10,1,1,1,1,0,0,0,99,41,1
41,1,83411,9,1,1,1,1,0,0,0,40,41,1
21,2,198992,9,7,5,5,1,1,0,0,33,41,0
45,2,337825,9,1,10,1,1,0,0,0,45,41,0
34,2,192002,13,1,1,1,1,0,0,0,40,41,1
28,2,189346,9,2,2,3,1,0,0,0,40,41,0
19,2,231962,9,7,4,4,1,0,0,0,40,41,0
26,2,164488,13,7,3,5,1,0,13550,0,50,41,1
48,2,200471,13,1,6,1,1,0,0,0,45,41,1
69,2,228921,13,6,3,5,1,0,0,2282,40,41,1
41,2,184846,10,2,14,4,1,1,0,0,40,41,0
43,2,233851,13,2,14,5,1,1,0,0,40,41,0
28,2,499001,9,7,10,4,1,0,0,0,40,4,0
65,4,125768,10,2,14,5,1,1,0,0,28,41,0
31,2,255004,13,7,1,5,1,0,0,1741,38,41,0
28,2,157624,13,7,14,5,1,1,0,0,40,41,0
51,2,146767,13,1,3,1,1,0,0,0,40,41,1
45,2,118291,10,7,10,5,1,1,0,0,80,41,0
43,2,313181,9,2,14,4,2,0,0,0,38,41,0
31,2,87891,12,1,5,1,1,0,0,0,60,41,0
31,2,226443,10,1,10,1,1,0,0,0,55,41,1
45,2,81132,10,1,10,4,3,0,0,0,40,11,0
20,2,216436,13,7,5,4,2,1,0,0,30,41,0
25,2,213412,13,7,9,4,1,0,0,0,40,41,0
36,2,179358,9,6,2,4,1,1,0,0,30,41,0
31,2,369825,13,7,5,5,1,0,4101,0,50,41,0
56,2,199763,10,1,10,1,1,0,0,0,45,41,0
26,2,239390,13,7,5,3,1,0,0,0,18,41,0
47,1,173613,10,2,1,5,1,1,0,0,65,41,0
40,5,37869,9,1,1,1,1,0,0,0,50,41,0
32,2,302845,9,1,1,2,1,1,0,0,48,41,0
34,0,85218,14,7,3,4,2,1,0,0,24,41,0
37,2,48268,9,1,1,1,1,0,0,0,55,41,0
38,2,173968,9,1,10,1,1,0,0,0,45,41,0
19,2,70982,11,7,4,3,3,0,0,0,16,41,0
49,2,166857,5,2,2,5,1,1,0,0,40,41,0
26,2,162872,12,7,3,5,1,1,0,0,40,41,0
82,2,152148,4,1,2,1,1,0,0,0,2,41,0
40,2,139193,9,2,10,5,1,0,0,0,40,41,0
28,2,791084,10,7,10,3,1,0,0,0,50,41,0
23,2,137214,9,1,5,1,2,0,0,0,37,41,0
19,2,183258,10,7,14,3,1,0,0,0,40,41,0
67,2,154035,9,6,2,4,2,0,0,0,32,41,0
43,2,115323,13,1,1,1,1,0,3103,0,40,41,1
41,2,213055,12,7,14,5,5,1,0,0,50,41,0
37,2,155064,11,2,3,4,1,1,0,0,40,41,0
20,2,33551,9,7,6,3,1,0,0,0,40,41,0
40,2,169995,9,2,10,4,1,0,0,0,40,41,0
47,2,168262,14,4,1,5,1,0,99999,0,50,41,1
40,2,104196,9,1,9,1,1,0,0,0,40,41,0
39,0,114055,13,7,1,5,1,1,0,0,40,41,0
24,2,274398,10,7,14,3,2,1,0,0,20,41,0
49,2,196571,13,1,5,1,1,0,0,0,45,41,1
66,2,101607,9,2,8,5,1,0,0,0,10,41,0
52,2,122109,9,7,3,4,1,1,0,323,40,41,0
59,5,255822,9,2,1,5,1,0,0,0,60,41,0
72,2,195184,9,6,13,4,1,1,0,0,12,1,0
35,3,245372,9,7,14,5,1,0,0,0,40,41,0
30,2,169583,13,5,1,2,1,1,0,0,40,41,1
36,2,224531,10,7,4,5,1,0,0,0,40,41,0
26,2,186151,9,4,9,3,1,1,0,0,40,41,0
23,2,118693,13,7,4,5,1,0,0,0,35,41,0
39,2,297449,13,1,3,1,1,0,0,0,40,41,1
40,1,125206,15,1,3,1,1,0,0,0,40,41,0
29,2,393264,13,7,3,5,1,0,0,0,40,41,0
38,2,108140,13,7,4,5,1,0,0,0,20,41,0
63,2,264968,13,7,14,5,1,0,0,0,40,41,0
58,1,318106,9,1,1,1,1,0,0,0,40,41,1
30,2,156025,9,2,1,4,1,1,0,0,40,41,0
38,0,149455,9,7,4,4,2,1,0,0,40,41,0
25,2,359985,3,7,14,5,1,1,0,0,33,4,0
44,0,165108,14,1,3,1,1,0,0,0,40,41,1
43,2,115178,11,1,14,2,1,1,0,0,40,41,1
21,2,149224,10,7,6,3,1,0,0,0,30,41,0
41,4,352056,12,7,1,5,1,0,0,0,40,41,0
38,2,174717,13,1,5,1,1,0,0,0,50,41,1
29,2,147755,10,1,10,1,1,0,0,1672,40,41,0
52,1,135716,9,1,7,1,1,0,0,0,70,41,0
47,2,44216,9,2,1,4,1,1,0,0,45,41,0
28,2,37359,11,1,3,1,1,0,99999,0,50,41,1
30,0,70617,14,1,3,1,3,0,0,0,10,26,0
30,2,154950,10,1,1,1,1,0,15024,0,60,41,1
40,2,356934,12,2,1,5,1,0,0,0,40,41,1
27,2,271714,10,7,4,3,1,1,0,0,30,41,0
26,2,247025,9,7,11,4,1,0,0,0,44,41,0
32,2,107417,9,7,4,5,1,0,0,0,37,41,0
36,0,116554,13,7,14,5,1,1,0,0,40,41,0
26,2,917220,8,7,6,3,2,0,0,0,40,41,0
25,2,430084,10,7,6,5,2,0,0,0,40,41,0
39,2,202937,10,2,9,5,1,1,0,0,40,12,0
27,2,62737,11,1,9,1,1,0,0,0,40,41,0
24,2,508548,9,1,7,1,1,0,0,0,50,41,0
38,5,275223,13,1,5,1,1,0,7688,0,40,41,1
35,1,381931,9,1,7,1,1,0,0,0,55,41,0
29,2,246974,11,7,9,5,1,0,0,0,40,41,0
49,2,105431,9,2,4,5,2,1,0,0,40,41,0
36,2,146311,5,1,8,1,1,0,0,0,40,41,0
47,1,159869,16,1,10,1,1,0,0,0,50,41,0
21,2,204641,10,7,4,3,1,0,0,0,40,41,0
35,2,66297,13,7,3,5,3,1,0,0,40,11,1
38,2,227615,2,1,2,1,1,0,0,0,40,4,0
45,2,360393,14,1,1,1,1,0,0,1902,50,41,1
19,2,263340,10,7,4,3,1,1,0,0,15,41,0
18,2,141918,9,7,2,3,1,0,0,0,22,41,0
37,2,294292,15,1,1,1,1,0,0,0,40,41,0
49,2,128736,13,7,3,4,1,1,0,0,40,41,0
33,4,511289,11,1,11,1,1,0,0,0,48,41,1
27,2,302406,10,1,5,1,1,0,0,0,40,41,1
34,4,101517,10,2,14,4,1,1,0,0,35,41,0
54,0,161334,14,3,3,5,3,1,0,0,40,26,0
24,5,189148,10,7,6,3,1,0,0,0,40,41,0
44,1,103111,15,1,3,1,1,0,0,0,60,41,1
48,1,51620,13,4,10,5,1,0,0,0,50,41,0
23,2,31606,9,7,14,4,1,1,0,0,40,41,0
29,2,34292,9,7,4,3,1,0,0,0,38,41,0
21,2,107882,12,7,4,3,1,1,0,0,9,41,0
18,2,39529,8,7,4,3,1,1,0,0,32,41,0
18,2,135315,5,7,5,3,5,1,0,0,32,41,0
29,2,107812,9,2,10,5,1,0,0,0,40,41,0
29,2,229729,9,7,6,5,1,0,0,0,40,41,0
41,2,111891,9,4,8,4,2,1,0,0,40,41,0
32,2,340917,9,7,2,5,1,0,0,0,40,41,0
61,2,202952,6,2,4,5,2,1,0,0,24,41,0
79,2,333230,9,3,3,5,1,0,0,0,6,41,0
34,2,114955,12,2,8,5,1,0,0,0,40,41,0
46,2,159869,13,1,1,1,1,0,0,0,40,41,1
50,1,57758,11,1,5,1,1,0,0,0,60,41,1
29,2,207064,9,1,8,1,1,0,0,0,40,41,0
23,2,193090,10,7,14,5,1,1,3674,0,40,41,0
64,2,151364,10,7,14,5,1,1,0,0,40,41,0
70,4,88638,14,7,3,4,1,1,7896,0,50,41,1
28,4,304960,12,7,14,5,1,1,0,1980,40,41,0
51,2,102828,11,1,2,1,1,0,0,0,40,34,0
34,0,154246,13,2,3,5,1,0,4865,0,55,41,0
29,2,142519,9,7,2,3,1,0,0,0,40,41,0
49,2,104455,13,3,4,5,3,0,0,0,40,11,0
77,5,192230,10,1,1,1,1,0,0,0,40,41,0
32,2,292592,9,7,4,3,1,1,0,0,35,41,0
27,2,330132,13,1,9,2,1,1,0,0,40,41,1
22,2,51111,10,7,5,5,1,1,0,0,40,41,0
35,4,258037,9,1,10,1,1,0,0,0,40,1,1
42,4,188291,13,1,11,1,1,0,0,1902,40,41,1
35,0,349066,9,2,8,3,1,0,0,0,40,41,0
33,2,133503,9,1,11,1,1,0,2635,0,16,41,0
45,2,146497,10,6,1,4,1,1,0,0,55,41,0
19,2,240468,10,3,5,3,1,1,0,1602,40,41,0
38,2,175120,9,2,10,5,1,0,0,0,40,41,0
26,2,416577,9,1,8,1,2,0,0,0,45,41,0
29,2,253814,13,7,1,5,1,1,0,0,45,41,0
33,2,159247,13,1,3,1,1,0,0,0,40,41,1
35,1,102471,9,2,7,5,1,0,0,0,80,5,0
42,2,213464,10,1,10,1,1,0,0,0,40,41,0
20,2,211968,11,7,4,3,1,1,0,0,20,41,0
43,3,32016,14,1,3,1,1,0,0,0,40,41,1
69,2,512992,7,1,3,1,2,0,0,0,45,41,0
39,2,135020,9,7,6,3,1,0,0,0,40,41,0
37,2,109133,9,1,8,1,1,0,0,0,40,20,0
28,2,142712,10,1,10,1,1,0,0,0,40,41,0
26,3,76900,13,7,9,5,1,0,0,0,40,41,0
32,2,112176,10,2,5,3,1,0,0,0,30,41,0
43,3,262233,13,2,1,5,1,0,0,0,40,41,1
49,2,122066,9,1,1,1,1,0,0,0,30,39,0
28,2,194690,4,4,4,3,1,0,0,0,60,4,0
35,2,306678,9,1,8,1,1,0,2885,0,40,41,0
35,4,308945,9,1,10,1,1,0,0,0,40,41,1
57,2,46699,9,1,14,2,1,1,0,0,40,41,0
45,2,377757,5,1,6,1,1,0,0,0,40,41,0
23,2,220993,9,7,5,5,1,0,0,1590,48,41,0
45,2,102147,9,1,10,1,1,0,0,0,40,41,0
42,2,113770,9,1,14,2,1,1,0,0,40,41,0
35,2,139012,13,1,4,1,3,0,0,0,40,36,0
45,2,148900,13,1,3,1,1,0,0,0,50,41,1
28,3,329426,13,7,1,5,1,0,0,0,40,41,0
64,5,181408,11,1,10,1,1,0,0,0,10,41,0
44,4,101950,15,4,3,4,1,1,0,0,40,41,0
59,1,32537,9,1,7,1,1,0,0,0,40,41,1
41,2,209547,9,7,8,5,1,0,0,0,40,41,0
21,2,202373,10,7,5,3,2,0,0,0,25,41,0
29,1,151476,11,7,14,5,1,1,2174,0,40,41,0
51,1,174824,9,7,7,5,1,0,8614,0,40,41,1
22,2,138768,9,7,14,3,1,0,0,0,40,41,0
49,2,143482,9,2,4,4,1,1,0,0,40,41,0
53,2,200190,12,1,5,1,1,0,0,0,80,41,1
38,2,168407,10,2,14,4,1,1,5721,0,44,41,0
23,2,148315,10,4,10,3,1,0,0,0,40,41,0
20,2,270517,9,7,4,3,1,1,0,0,40,4,0
40,2,53506,13,2,10,3,1,1,0,0,40,41,0
25,2,105693,13,7,3,5,1,1,0,0,40,41,0
27,2,189589,10,2,9,5,1,1,0,0,40,41,0
20,2,164574,9,7,4,3,1,0,0,0,30,41,0
37,2,185744,9,1,4,2,1,1,0,0,20,41,0
40,4,33155,9,7,4,3,1,0,0,0,40,41,0
28,2,215955,13,1,1,1,1,0,3103,0,40,41,1
38,1,233571,9,4,4,4,1,1,0,0,40,41,0
42,2,211253,13,2,1,4,1,1,0,0,40,41,0
32,3,191385,12,2,11,5,1,0,2174,0,40,41,0
20,2,137895,9,1,5,1,1,0,0,0,45,41,0
62,0,159699,13,1,14,1,1,0,0,0,38,41,0
31,2,295922,10,7,14,5,1,0,0,0,40,41,0
31,1,175856,9,1,10,1,1,0,0,0,60,41,0
24,2,216129,9,7,14,3,1,0,0,0,40,41,0
62,4,407669,4,6,4,5,2,1,0,0,35,41,0
43,4,214242,10,1,10,1,1,0,0,0,40,41,1
21,2,285457,10,7,6,3,1,0,0,0,50,41,0
30,5,124420,9,2,1,5,1,0,4650,0,40,41,0
18,2,142751,6,7,2,5,1,0,0,0,40,41,0
59,4,283635,14,2,3,5,1,1,0,0,40,41,0
24,1,322931,4,1,6,1,1,0,0,1902,40,41,1
49,2,76482,9,1,10,1,1,0,0,0,40,41,0
19,0,431745,7,7,4,3,1,0,0,0,30,41,0
48,2,141944,9,1,8,1,1,0,4386,0,40,41,1
32,2,193042,15,1,5,1,1,0,15024,0,60,41,1
33,2,67006,6,7,8,5,1,1,0,0,45,41,0
23,2,240398,13,7,5,5,2,0,0,0,15,41,0
33,3,182714,15,7,3,5,1,1,0,0,65,41,1
50,3,172046,10,1,1,1,1,0,0,0,40,41,1
30,2,185177,13,1,1,1,1,0,0,0,43,41,0
32,2,102858,12,1,3,1,1,0,0,2002,42,41,0
39,2,84954,10,1,5,1,1,0,2829,0,65,41,0
21,2,115895,10,7,5,3,1,1,0,0,20,41,0
23,2,184589,13,7,3,3,1,1,0,0,21,41,0
32,2,282611,13,7,1,5,1,1,0,0,40,41,0
57,2,218649,9,1,2,1,1,0,0,0,40,41,0
22,0,157541,10,7,3,5,1,0,0,0,10,41,0
70,2,145419,9,6,14,4,1,1,0,0,5,41,0
34,2,122616,10,1,9,1,1,0,0,0,84,41,1
53,2,204584,14,2,5,5,1,1,0,0,40,41,0
21,2,117210,10,7,5,3,1,0,0,0,45,41,0
37,2,69481,9,2,8,5,1,0,0,0,40,41,0
60,1,148492,9,1,10,1,1,0,0,1485,50,41,1
23,2,106957,7,7,10,3,3,0,14344,0,40,36,1
32,2,29312,6,1,6,1,1,0,0,0,80,41,1
57,2,120302,9,1,8,1,1,0,0,0,40,41,0
25,2,182227,10,7,14,5,1,0,0,0,30,41,0
30,2,219110,9,1,10,1,1,0,0,0,46,41,0
31,2,200192,9,2,14,5,1,1,0,0,40,9,0
19,2,427862,10,7,4,3,1,0,0,0,35,41,0
23,0,33551,13,1,9,1,1,0,0,0,38,41,0
44,2,164043,9,1,5,1,1,0,0,0,40,41,0
42,2,175133,10,7,8,4,2,1,0,0,40,41,0
34,1,289731,7,1,8,1,1,0,0,0,40,41,0
32,2,256362,9,1,10,1,1,0,0,0,40,41,1
25,2,282612,11,7,9,4,2,1,0,0,40,41,0
21,2,73679,10,7,1,3,1,1,0,0,40,41,0
31,2,237824,9,3,13,4,2,1,0,0,60,2,0
36,4,357720,11,7,3,5,1,1,0,0,40,41,0
49,1,155489,10,1,10,1,1,0,0,0,65,12,0
44,2,138077,13,2,14,4,1,1,0,0,32,41,0
42,2,183479,11,1,5,1,1,0,0,0,40,41,1
30,2,103596,9,7,11,5,1,0,0,0,99,41,0
33,2,172304,6,1,8,1,1,0,0,0,40,41,0
36,1,313853,13,2,4,4,2,0,0,0,45,41,1
17,2,294485,6,7,4,3,1,0,0,0,30,41,0
20,2,637080,10,7,5,5,1,0,0,0,25,41,0
32,2,385959,9,7,10,3,1,0,0,0,50,41,0
33,1,116539,9,1,10,1,1,0,0,0,40,41,0
37,2,129263,10,2,1,4,1,1,0,0,60,41,0
60,2,141253,6,2,7,5,1,0,0,0,48,41,0
35,0,35626,10,2,14,4,1,1,0,0,15,41,0
43,3,94937,13,2,14,4,1,1,0,0,40,41,0
46,2,220269,10,1,9,1,1,0,0,0,40,41,1
29,1,169544,9,1,6,1,1,0,5178,0,40,41,1
36,2,214604,13,1,5,1,1,0,0,0,42,41,1
27,2,81540,9,1,10,1,1,0,0,0,40,41,1
50,2,24013,10,1,1,1,1,0,0,0,84,41,1
22,2,124940,10,1,14,2,4,1,0,0,44,41,0
33,0,313729,14,7,3,5,1,0,0,0,60,41,0
61,2,192237,6,2,5,4,1,1,0,0,40,41,0
41,1,113324,11,1,7,1,1,0,0,0,70,41,1
22,2,215477,10,7,6,3,1,0,0,0,40,41,0
27,2,199903,13,7,3,5,1,1,0,0,40,41,0
25,2,431861,9,1,6,1,1,0,0,0,40,41,0
32,2,105938,9,7,8,3,2,1,0,1602,20,41,0
28,2,274679,14,7,3,5,1,0,0,0,50,41,0
25,2,177499,13,7,10,3,1,0,0,1590,35,41,0
28,2,206125,10,1,10,1,1,0,0,0,40,41,0
37,4,221740,13,1,3,2,1,1,0,0,30,41,1
58,2,202652,9,6,14,5,1,1,0,0,37,41,0
39,2,348960,9,1,2,1,1,0,0,0,40,41,0
33,2,171876,10,2,4,4,1,1,0,0,40,41,0
59,2,157932,6,1,10,1,1,0,0,0,40,41,1
58,2,201344,13,2,10,3,1,1,0,0,20,41,0
38,2,354739,11,1,3,1,3,0,0,0,36,11,1
34,2,40067,10,1,10,1,1,0,0,0,40,41,0
31,2,326862,10,2,10,3,2,0,0,0,40,41,0
48,4,189762,9,1,10,1,1,0,0,0,40,41,1
45,2,226246,9,2,2,5,1,0,0,0,50,41,0
23,2,38251,9,7,4,3,1,1,0,0,40,41,0
33,2,196385,14,1,3,1,1,0,0,0,37,41,1
38,1,217054,10,2,7,5,1,0,0,0,40,41,0
44,1,104973,14,1,7,1,1,0,0,0,40,41,1
48,4,238959,14,2,1,4,2,1,9562,0,40,41,1
40,0,34218,9,1,10,1,1,0,0,0,40,41,0
19,4,292962,9,7,10,4,2,1,0,0,40,41,0
45,2,235924,13,2,1,3,1,1,0,0,40,41,0
34,2,98656,10,7,3,5,1,1,0,0,40,41,0
70,2,102610,10,2,4,5,1,0,0,0,80,41,0
32,4,296466,14,7,3,5,1,0,0,0,60,41,0
33,2,323069,11,2,4,4,1,1,0,0,40,41,0
24,2,184756,13,7,1,5,1,1,0,0,40,41,0
30,4,233993,13,7,3,3,1,1,0,0,15,41,0
22,2,130724,10,7,5,3,2,0,0,0,25,41,0
52,5,181855,15,1,3,1,5,0,99999,0,65,41,1
67,1,127543,6,1,7,1,1,0,2414,0,80,41,0
40,2,187164,9,1,1,1,1,0,0,1672,45,41,0
55,2,113912,11,1,3,2,1,1,0,0,20,41,0
29,2,216479,9,2,1,5,1,1,0,0,40,41,0
62,2,135480,9,1,5,1,1,0,0,0,16,41,0
22,2,204160,9,2,8,3,1,1,0,0,40,41,0
64,0,114650,5,1,10,1,1,0,0,0,40,41,0
29,1,240172,13,7,1,4,1,0,0,0,50,41,0
28,2,184831,10,1,1,1,1,0,0,0,40,41,0
25,2,124590,9,7,1,4,1,0,0,0,40,41,0
47,0,120429,16,1,3,1,1,0,15024,0,50,41,1
26,2,202033,13,1,6,1,1,0,0,0,40,41,1
18,2,156874,8,7,4,3,1,0,0,0,27,41,0
52,5,177727,6,1,5,1,1,0,4064,0,45,41,0
48,4,334409,13,1,3,2,1,1,0,0,50,41,1
36,2,311255,9,1,8,1,2,0,0,0,40,19,0
23,2,214227,11,2,14,5,1,1,0,0,30,41,0
41,2,115849,9,1,6,1,1,0,0,0,40,41,0
56,0,671292,9,1,6,1,1,0,0,0,38,41,1
53,2,31460,9,2,3,5,1,0,0,0,40,41,0
26,2,141824,10,2,1,5,1,1,0,0,40,41,0
22,2,310152,10,7,4,5,1,0,3325,0,40,41,0
25,2,179953,14,7,3,3,1,1,2597,0,31,41,0
31,2,137952,10,1,4,1,5,0,0,0,40,5,0
36,2,103323,12,1,8,1,1,0,2829,0,40,41,0
46,2,174426,10,1,8,1,1,0,0,0,40,41,0
46,0,192779,12,2,14,4,1,0,0,2258,38,41,1
32,2,169955,10,1,4,2,1,1,0,0,36,5,0
43,1,48087,9,7,7,5,1,0,0,0,60,41,0
30,2,132601,13,1,1,1,1,0,99999,0,50,41,1
41,5,253060,13,1,5,1,1,0,7688,0,45,41,1
50,2,108435,14,1,1,1,1,0,99999,0,60,41,1
37,0,210452,14,1,1,1,1,0,0,0,38,41,0
22,4,134181,9,7,2,4,1,0,0,0,50,41,0
51,3,45487,9,1,6,1,1,0,0,0,80,41,0
47,2,183522,10,1,1,2,2,1,0,0,40,41,1
40,2,199303,9,1,14,1,1,0,0,0,40,41,0
46,2,83064,10,1,8,1,1,0,0,0,40,41,0
30,2,44419,10,7,9,4,1,1,0,0,40,41,0
27,1,442612,9,1,5,1,1,0,0,0,65,41,1
31,4,158092,10,7,14,3,1,1,0,0,35,41,0
31,2,374833,2,1,2,1,1,0,0,0,40,4,0
30,2,112650,9,2,10,3,1,0,0,0,40,41,0
50,4,183390,13,4,3,5,1,0,0,0,40,41,1
27,2,207418,13,7,3,5,1,1,0,0,50,41,0
29,2,243660,9,1,8,1,1,0,0,0,50,41,1
28,2,54243,9,2,6,5,1,0,0,0,60,41,0
54,2,50385,13,2,1,5,2,1,0,0,45,41,1
47,0,187581,11,1,9,1,1,0,0,0,48,41,1
34,2,37380,9,3,8,4,1,1,0,0,40,41,0
26,2,247025,10,7,2,5,1,0,0,0,40,41,0
23,0,101094,10,7,11,3,1,0,0,0,60,41,0
42,4,176716,14,2,3,5,1,0,0,0,40,41,0
36,1,118429,9,1,1,1,1,0,0,0,50,41,0
52,3,221532,13,1,11,1,1,0,0,0,45,41,1
27,4,124680,14,7,3,5,1,1,0,0,40,41,0
42,2,153160,9,6,4,4,1,1,0,0,40,41,0
39,2,114678,9,2,4,4,2,1,5455,0,40,41,0
49,0,142856,9,1,3,1,1,0,0,0,40,41,1
36,2,29702,9,1,5,1,1,0,7688,0,40,41,1
20,2,277700,1,7,4,3,1,0,0,0,32,41,0
55,5,67433,9,1,1,1,1,0,0,0,60,41,0
47,2,121124,5,1,8,1,1,0,0,0,40,41,0
33,2,394447,14,1,3,1,1,0,0,0,33,41,1
36,2,79649,10,1,5,1,1,0,0,0,40,41,0
39,2,203763,16,2,3,4,1,1,0,0,80,41,0
55,2,229029,13,1,1,1,1,0,15024,0,48,41,1
48,2,162816,12,1,6,1,1,0,0,0,45,41,0
30,2,109117,11,7,2,3,1,0,0,0,45,41,0
24,2,32732,9,1,10,1,1,0,0,0,50,41,0
57,1,217692,9,6,10,5,1,1,0,0,38,41,0
20,2,34590,10,7,7,3,1,0,0,0,60,41,0
56,2,168625,9,2,3,5,1,1,4101,0,40,41,0
36,2,91037,9,1,14,2,1,1,0,0,40,41,1
44,2,171484,6,1,8,1,1,0,0,0,40,41,1
57,2,200453,9,1,10,1,1,0,15024,0,40,41,1
57,2,36990,9,1,10,1,2,0,0,0,52,41,0
33,2,198211,9,1,9,1,1,0,0,0,40,41,0
39,2,70995,13,1,6,1,1,0,15024,0,99,41,1
28,2,245790,9,7,10,3,1,0,0,0,40,41,0
31,2,273324,10,7,4,3,1,0,0,1721,16,41,0
60,2,182687,12,2,4,5,1,1,0,0,40,41,0
36,4,247807,11,7,11,5,1,0,0,0,40,41,1
58,2,163113,9,6,5,5,1,1,0,0,35,41,1
50,2,180522,10,7,2,5,1,0,0,0,38,41,0
23,4,203353,13,7,1,3,1,1,0,0,12,41,0
30,2,87469,9,7,4,5,1,0,0,0,40,41,0
90,2,87372,15,1,3,1,1,0,20051,0,72,41,1
49,4,173584,13,7,3,5,1,1,0,0,50,41,0
47,4,80282,13,1,3,1,1,0,3137,0,40,41,0
34,2,319854,16,7,3,5,1,0,0,0,40,18,1
37,3,408229,9,2,9,4,1,1,0,0,40,41,0
25,2,431307,6,1,11,2,2,1,0,0,50,41,0
37,2,134088,12,7,14,5,1,1,0,0,40,41,0
47,2,246396,9,1,14,1,1,0,0,0,40,4,0
34,2,159255,9,1,1,1,1,0,0,0,60,41,1
34,2,106014,10,7,4,5,1,0,0,0,40,41,0
35,2,186934,9,1,1,1,1,0,7688,0,50,41,1
39,2,120130,10,4,8,3,1,0,0,0,40,41,0
32,0,203849,4,1,2,1,1,0,0,0,19,41,0
24,2,207940,9,1,4,2,1,1,0,0,30,41,0
28,2,302406,15,7,3,5,1,0,0,0,60,41,0
41,1,144594,4,1,10,1,1,0,0,2179,40,41,0
32,2,459007,9,1,11,1,1,0,0,0,90,41,0
58,2,372181,9,2,5,4,1,1,0,0,40,41,1
47,1,172034,9,1,5,1,1,0,0,0,75,41,1
41,2,156566,13,1,1,1,1,0,4386,0,50,41,1
35,5,338320,9,1,1,1,1,0,0,0,50,41,1
24,2,353696,10,7,4,3,1,0,0,0,20,8,0
46,1,342907,9,1,5,1,2,0,0,0,60,41,1
69,5,169717,13,1,1,1,1,0,6418,0,45,41,1
22,2,103762,13,7,1,3,1,1,0,0,40,41,0
36,0,47570,14,7,3,5,1,1,0,0,40,41,0
31,2,119432,13,1,5,1,1,0,0,0,40,41,1
23,4,144165,13,7,3,3,4,0,0,0,30,41,0
35,2,180647,10,7,3,5,2,1,0,0,40,41,0
37,4,312232,13,1,11,1,1,0,5178,0,40,41,1
35,0,150488,13,7,3,5,1,1,0,0,40,41,0
18,2,200876,7,7,6,3,1,0,0,0,16,41,0
43,2,188199,5,2,2,4,1,1,0,0,40,41,0
53,0,118793,9,1,11,1,1,0,0,0,40,41,0
54,4,204325,10,1,11,1,1,0,0,0,52,41,0
29,2,256671,9,1,14,2,1,1,0,0,40,41,0
46,2,231515,12,7,14,5,1,1,0,0,47,1,0
24,2,100669,10,7,2,3,3,0,0,0,30,41,0
30,2,88913,10,4,4,4,3,1,0,0,40,41,0
23,2,363219,10,7,13,5,1,1,0,0,6,41,0
36,2,308945,9,1,8,1,1,0,0,0,40,41,0
38,1,100316,13,1,10,1,1,0,0,0,35,41,0
33,2,296453,14,1,9,1,1,0,0,0,15,41,0
66,2,298834,10,1,11,1,1,0,0,0,40,8,0
45,1,188694,9,1,1,1,1,0,0,0,40,41,0
37,2,186934,9,1,5,1,1,0,15024,0,60,41,1
17,2,154908,6,7,4,3,1,1,0,0,10,41,0
31,2,22201,9,1,14,1,4,0,0,0,40,41,1
46,2,216999,13,7,1,5,1,0,0,0,55,41,1
40,2,186916,13,1,3,1,1,0,0,0,40,41,0
34,2,116677,10,1,2,1,1,0,0,0,40,41,0
56,2,95763,6,2,10,5,1,0,0,0,45,41,0
42,2,266710,10,4,14,4,2,1,0,0,41,41,0
46,2,117849,14,1,1,1,1,0,0,0,55,41,1
30,2,242460,9,4,10,5,1,0,0,0,50,41,0
33,1,202729,13,1,10,1,1,0,0,0,40,41,1
47,2,181652,9,1,8,2,1,1,0,0,40,41,0
57,1,174760,12,3,7,4,4,0,0,0,40,41,0
34,2,56121,7,2,10,4,1,0,0,0,40,41,0
40,2,390369,9,2,10,3,1,0,0,0,40,41,0
33,2,149726,9,1,5,1,1,0,0,0,40,41,1
22,2,51262,9,7,8,3,1,0,0,0,40,41,0
53,3,205288,9,1,14,2,1,1,7688,0,35,41,1
36,2,154835,9,4,14,3,3,1,0,0,40,11,0
